gene_name,gene_id_x,transcript_id,gene_id_y,exon_coverage,CDS_coverage,MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq),Ensembl Gene ID (Ensembl),MIM Number,Preferred Title; symbol,Alternative Title(s); symbol(s),Included Title(s); symbols,Phenotype,Gene Symbols_x,# Chromosome,Gene Symbols_y,Gene Name,Entrez Gene ID,Ensembl Gene ID,Phenotypes,start,end
DEFB107A,ENSG00000186572,ENST00000335021,ENSG00000186572,4.455738556,5.656826429,,,,,,,,,,,,,,,7669242.0,7673238.0
AC021860.1,ENSG00000196355,ENST00000436901,ENSG00000196355,0.130493348,5.67252463,,,,,,,,,,,,,,,38628029.0,38666430.0
GAGE2B,ENSG00000231850,ENST00000381725,ENSG00000231850,4.604103076,5.672721869,gene,,300726.0,G ANTIGEN 2B; GAGE2B,,,,,chrX,GAGE2B,G antigen 2B,645037.0,,,49235708.0,49242997.0
RP11-182J1.16,ENSG00000259511,ENST00000558195,ENSG00000259511,4.182294689,5.718776127,,,,,,,,,,,,,,,84841242.0,84850986.0
HMX1,ENSG00000215612,ENST00000400677,ENSG00000215612,3.740380586,5.753222082,gene,ENSG00000215612,142992.0,H6 FAMILY HOMEOBOX 1; HMX1,HOMEOBOX GENE H6; H6;; NKX5.3,,"Oculoauricular syndrome, 612109 (3)","HMX1, H6",chr4,"HMX1, H6",Homeobox (H6 family) 1,3166.0,ENSG00000215612,"Oculoauricular syndrome, 612109 (3), Autosomal recessive",8868776.0,8873543.0
NKX1-1,ENSG00000235608,ENST00000422806,ENSG00000235608,5.77938472,5.781285092,gene,ENSG00000235608,617869.0,NK1 HOMEOBOX 1; NKX1-1,SAX2,,,,chr4,"NKX1-1, SAX2",NK1 homeobox 1,54729.0,ENSG00000235608,,1396720.0,1400119.0
SULT1A4,ENSG00000213648,ENST00000395400,ENSG00000213648,6.155465046,5.811889291,gene,ENSG00000213648,615819.0,"SULFOTRANSFERASE FAMILY 1A, CYTOSOLIC, PHENOL-PREFERRING, MEMBER 4; SULT1A4",,,,,chr16,SULT1A4,"Sulfotransferase family 1A, cytosolic, phenol-preferring, member 4",445329.0,ENSG00000213648,,29467780.0,29475984.0
AC026310.1,ENSG00000268865,ENST00000599478,ENSG00000268865,3.266434377,5.821852992,,,,,,,,,,,,,,,25055243.0,25057615.0
AL592284.1,ENSG00000231360,ENST00000538264,ENSG00000231360,1.112915051,5.864662852,,,,,,,,,,,,,,,144339738.0,144521058.0
GTF2H2,ENSG00000145736,ENST00000330280,ENSG00000145736,5.25471263,5.906896376,gene,ENSG00000145736,601748.0,"GENERAL TRANSCRIPTION FACTOR IIH, POLYPEPTIDE 2; GTF2H2","TRANSCRIPTION FACTOR IIH, 44-KD SUBUNIT",,,,chr5,GTF2H2,"General transcription factor IIH, polypeptide 2 (44kD subunit)",2966.0,ENSG00000145736,,70330903.0,70363477.0
SULT1A3,ENSG00000261052,ENST00000395137,ENSG00000261052,6.904019252,5.918224598,gene,ENSG00000261052,600641.0,"SULFOTRANSFERASE FAMILY 1A, CYTOSOLIC, PHENOL-PREFERRING, MEMBER 3; SULT1A3","SULFOTRANSFERASE, MONOAMINE-PREFERRING; STM",,,,chr16,"SULT1A3, STM","Sulfotransferase family 1A, phenol-preferring, member 3",6818.0,ENSG00000261052,,30207122.0,30215329.0
FAM27B,ENSG00000170215,ENST00000377484,ENSG00000170215,2.758486282,5.972349265,,,,,,,,,,,,,,,67792938.0,67794111.0
PTPN20B,ENSG00000183675,ENST00000374233,ENSG00000183675,6.251571563,5.982994145,,,,,,,,,,,,,,,48738573.0,48806939.0
ASCL2,ENSG00000183734,ENST00000331289,ENSG00000183734,1.508906975,6.194844162,gene,ENSG00000183734,601886.0,ACHAETE-SCUTE FAMILY bHLH TRANSCRIPTION FACTOR 2; ASCL2,"ACHAETE-SCUTE COMPLEX, DROSOPHILA, HOMOLOG OF, 2;; ACHAETE-SCUTE HOMOLOG 2; ASH2; HASH2",,,,chr11,ASCL2,"Achaete-scute complex, Drosophila, homolog-like 2",430.0,ENSG00000183734,,2289725.0,2292182.0
EXOSC6,ENSG00000223496,ENST00000435634,ENSG00000223496,3.494429718,6.195565098,gene,ENSG00000223496,606490.0,EXOSOME COMPONENT 6; EXOSC6,"mRNA TRANSPORT REGULATOR 3, S. CEREVISIAE, HOMOLOG OF; MTR3",,,,chr16,"EXOSC6, MTR3",Exosome component 6,118460.0,ENSG00000223496,,70284134.0,70285833.0
NAIP,ENSG00000249437,ENST00000517649,ENSG00000249437,5.642927147,6.265198716,gene,ENSG00000249437,600355.0,NEURONAL APOPTOSIS INHIBITORY PROTEIN; NAIP,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 1; BIRC1,,,,chr5,"BIRC1, NAIP",Baculoviral IAP repeat-containing 1 (neuronal apoptosis inhibitory protein),4671.0,ENSG00000249437,,70264310.0,70320514.0
CTAGE15,ENSG00000271079,ENST00000420911,ENSG00000271079,5.709039625,6.298713241,,,,,,,,,,,,,,,143268894.0,143271480.0
ADAMTSL4-AS1,ENSG00000203804,ENST00000369035,ENSG00000203804,5.512509592,6.299804393,,,,,,,,,,,,,,,150533480.0,150533969.0
SMN1,ENSG00000172062,ENST00000380707,ENSG00000172062,4.348464772,6.3267883,gene,ENSG00000172062,600354.0,SURVIVAL OF MOTOR NEURON 1; SMN1,"SURVIVAL OF MOTOR NEURON, TELOMERIC COPY; SMNT;; SMN;; T-BCD541",,"Spinal muscular atrophy-1, 253300 (3)","SMN1, SMA1, SMA2, SMA3, SMA4",chr5,"SMN1, SMA1, SMA2, SMA3, SMA4","Survival of motor neuron 1, telomeric",6606.0,ENSG00000172062,"Spinal muscular atrophy-2, 253550 (3), Autosomal recessive; Spinal muscular atrophy-4, 271150 (3), Autosomal recessive; Spinal muscular atrophy-3, 253400 (3), Autosomal recessive; Spinal muscular atrophy-1, 253300 (3), Autosomal recessive",70220857.0,70248839.0
GOLGA8O,ENSG00000206127,ENST00000509311,ENSG00000206127,6.79184831,6.355193322,,,,,,,,,,,,,,,32737307.0,32747835.0
GOLGA8B,ENSG00000215252,ENST00000267731,ENSG00000215252,2.300585877,6.421717752,gene,ENSG00000215252,609619.0,"GOLGIN A8 FAMILY, MEMBER B; GOLGA8B","GOLGI AUTOANTIGEN, GOLGIN SUBFAMILY A, 8B",,,,chr15,"GOLGA8B, KIAA0855","Golgin A8 family, member B",440270.0,ENSG00000215252,,34817483.0,34875771.0
NPIPB4,ENSG00000185864,ENST00000415645,ENSG00000185864,5.659905342,6.459563757,,,,,,,,,,,,,,,21845890.0,21868739.0
CDC42EP5,ENSG00000167617,ENST00000301200,ENSG00000167617,1.192007996,6.594685968,gene,ENSG00000167617,609171.0,CDC42 EFFECTOR PROTEIN 5; CDC42EP5,CEP5;; BINDER OF RHO GTPases 3; BORG3,,,,chr19,"CDC42EP5, CEP5, BORG3",CDC42 effector protein 5,148170.0,ENSG00000167617,,54976210.0,54984411.0
TBC1D3F,ENSG00000185128,ENST00000327454,ENSG00000185128,6.496877264,6.636582336,gene,ENSG00000275954,610809.0,"TBC1 DOMAIN FAMILY, MEMBER 3F; TBC1D3F",,,,,chr17,TBC1D3F,"TBC1 domain family, member 3F",84218.0,ENSG00000275954,,36283971.0,36294912.0
NBPF6,ENSG00000186086,ENST00000444143,ENSG00000186086,4.48166201,6.742124523,gene,ENSG00000186086,613996.0,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 6; NBPF6",,,,,chr1,NBPF6,"Neuroblastoma breakpoint family, member 6",653149.0,ENSG00000186086,,108918421.0,109013624.0
PCSK1N,ENSG00000102109,ENST00000218230,ENSG00000102109,5.484588112,6.776981786,gene,ENSG00000102109,300399.0,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 1, INHIBITOR OF; PCSK1N",PROSAAS,"BIGLEN, INCLUDED",,,chrX,"PCSK1N, PROSAAS","Proprotein convertase, subtilisin/kexin-type, 1, inhibitor of",27344.0,ENSG00000102109,,48689504.0,48694035.0
ZNF605,ENSG00000196458,ENST00000392321,ENSG00000196458,0.845862943,6.783093798,,,,,,,,,,,,,,,133498048.0,133532892.0
PRAMEF16,ENSG00000204488,ENST00000376121,ENSG00000204488,5.799414887,6.808451237,,,,,,,,,,,,,,,13495254.0,13498260.0
BOP1,ENSG00000170727,ENST00000307404,ENSG00000170727,6.58541082,6.889540554,gene,ENSG00000261236,610596.0,BLOCK OF PROLIFERATION 1; BOP1,KIAA0124,,,,chr8,"BOP1, KIAA0124",Block of proliferation 1,23246.0,ENSG00000261236,,145486055.0,145515082.0
AC015989.2,ENSG00000269630,ENST00000593319,ENSG00000269630,6.956333625,7.014951732,,,,,,,,,,,,,,,60505640.0,60505948.0
NPIPB8,ENSG00000255524,ENST00000529716,ENSG00000255524,2.836517554,7.033863829,,,,,,,,,,,,,,,28648975.0,28670003.0
TMEM158,ENSG00000249992,ENST00000503771,ENSG00000249992,3.894009855,7.056102683,gene,ENSG00000249992,620257.0,TRANSMEMBRANE PROTEIN 158; TMEM158,"RAS-INDUCED SENESCENCE PROTEIN 1; RIS1;; BINP-BINDING PROTEIN, 40-KD;; p40BBP",,,,chr3,"TMEM158, RIS1",Transmembrane protein 158,25907.0,ENSG00000249992,,45265958.0,45267770.0
SLX1B,ENSG00000181625,ENST00000330181,ENSG00000181625,7.440484163,7.068969212,gene,ENSG00000181625,615823.0,"SLX1 HOMOLOG B, STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT; SLX1B","SLX1 STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT, S. CEREVISIAE, HOMOLOG OF, B;; GIY-YIG DOMAIN CONTAINING PROTEIN 2; GIYD2",,,,chr16,"SLX1B, GIYD2","SLX1 homolog B, structure-specific endonuclease subunit",79008.0,ENSG00000181625,,29465822.0,29469540.0
RP11-826N14.2,ENSG00000248469,ENST00000512675,ENSG00000248469,0.526435368,7.140471053,,,,,,,,,,,,,,,175476681.0,175489024.0
RP11-404L6.2,ENSG00000253787,ENST00000520762,ENSG00000253787,3.731905003,7.200893262,,,,,,,,,,,,,,,67485704.0,67494235.0
NBPF12,ENSG00000186275,ENST00000442909,ENSG00000186275,5.466233715,7.268195411,gene,ENSG00000268043,608607.0,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 12; NBPF12",CHROMOSOME 1 AMPLIFIED SEQUENCE 1; COAS1;; KIAA1245,,,,chr1,"NBPF12, COAS1, KIAA1245","Neuroblastoma breakpoint family, member 12",149013.0,ENSG00000268043,,146374056.0,146467744.0
GOLGA6L6,ENSG00000215405,ENST00000427390,ENSG00000215405,6.624844533,7.453532936,,,,,,,,,,,,,,,20737094.0,20747114.0
NPIPA1,ENSG00000183426,ENST00000328085,ENSG00000183426,5.435548,7.51294555,gene,ENSG00000183426,606406.0,"NUCLEAR PORE COMPLEX-INTERACTING PROTEIN FAMILY, MEMBER A1; NPIPA1",NUCLEAR PORE COMPLEX-INTERACTING PROTEIN; NPIP,,,,chr16,NPIP,Nuclear pore complex-interacting protein,9284.0,ENSG00000183426,,15031300.0,15045913.0
PRAMEF13,ENSG00000204495,ENST00000376132,ENSG00000204495,2.638567661,7.547782252,,,,,,,,,,,,,,,13447414.0,13452656.0
REXO1L1,ENSG00000205176,ENST00000379010,ENSG00000205176,2.314115146,7.606478919,,,,,,,,,,,,,,,86568695.0,86575726.0
DEFB104B,ENSG00000177023,ENST00000316169,ENSG00000177023,7.18945201,7.632805216,,,,,,,,,,,,,,,7327830.0,7332604.0
KB-1507C5.2,ENSG00000253320,ENST00000522939,ENSG00000253320,3.188595389,7.668233333,,,,,,,,,,,,,,,103876528.0,103892442.0
FOXD4L5,ENSG00000204779,ENST00000377420,ENSG00000204779,3.411098044,7.861996466,,,,,,,,,,,,,,,70175707.0,70178815.0
MBD3L5,ENSG00000237247,ENST00000329753,ENSG00000237247,7.860821811,7.875655584,,,,,,,,,,,,,,,7030589.0,7033022.0
AC068987.1,ENSG00000260415,ENST00000599343,ENSG00000260415,1.086732216,7.883384533,,,,,,,,,,,,,,,52203789.0,52206636.0
EIF3C,ENSG00000184110,ENST00000331666,ENSG00000184110,7.337185311,7.989501067,gene,ENSG00000184110,603916.0,"EUKARYOTIC TRANSLATION INITIATION FACTOR 3, SUBUNIT C; EIF3C","EIF3-p110;; EUKARYOTIC TRANSLATION INITIATION FACTOR 3, SUBUNIT 8, FORMERLY; EIF3S8, FORMERLY",,,,chr16,"EIF3C, EIF3S8","Eukaryotic translation initiation factor 3, subunit C",8663.0,ENSG00000184110,,28722684.0,28747051.0
SPATA31A2,ENSG00000204848,ENST00000456183,ENSG00000204848,8.075757436,8.098016066,,,,,,,,,,,,,,,39884975.0,39891210.0
RP11-1026M7.2,ENSG00000249109,ENST00000502515,ENSG00000249109,0.523145552,8.268080502,,,,,,,,,,,,,,,177209198.0,177221397.0
NPIPA5,ENSG00000183793,ENST00000360151,ENSG00000183793,10.38628118,8.273494017,,,,,,,,,,,,,,,15457516.0,15472151.0
NBPF4,ENSG00000196427,ENST00000415641,ENSG00000196427,6.298767544,8.28052461,gene,ENSG00000196427,613994.0,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 4; NBPF4",,,,,chr1,NBPF4,"Neuroblastoma breakpoint family, member 4",148545.0,ENSG00000196427,,108765963.0,108786689.0
ANKRD20A1,ENSG00000196774,ENST00000377477,ENSG00000196774,7.114871022,8.45068258,,,,,,,,,,,,,,,67926761.0,67969840.0
TSPY2,ENSG00000168757,ENST00000320701,ENSG00000168757,7.340085153,8.488962227,,,,,,,,,,,,,,,6114264.0,6117054.0
POLR2J2,ENSG00000228049,ENST00000591000,ENSG00000228049,8.423073563,8.506220814,gene,ENSG00000228049,609881.0,"RNA POLYMERASE II, SUBUNIT J2; POLR2J2","RNA POLYMERASE II POLYPEPTIDE J-RELATED GENE;; RPB11, S. CEREVISIAE, HOMOLOG OF, B",,,,chr7,"POLR2J2, RPB11","RNA polymerase II, subunit J2",246721.0,ENSG00000228049,,102277474.0,102312068.0
PRAMEF22,ENSG00000204508,ENST00000376187,ENSG00000204508,8.515710391,8.515082543,,,,,,,,,,,,,,,13035543.0,13038381.0
PPP1R3E,ENSG00000235194,ENST00000452015,ENSG00000235194,1.26576369,8.569216917,gene,ENSG00000235194,619540.0,"PROTEIN PHOSPHATASE 1, REGULATORY SUBUNIT 3E; PPP1R3E",,,,,chr14,PPP1R3E,"Protein phosphatase 1, regulatory subunit 3E",90673.0,ENSG00000235194,,23764852.0,23772057.0
C1orf229,ENSG00000221953,ENST00000408893,ENSG00000221953,2.858208242,8.613178059,,,,,,,,,,,,,,,247273462.0,247275719.0
AP001631.10,ENSG00000228120,ENST00000433840,ENSG00000228120,4.522266423,8.628094043,,,,,,,,,,,,,,,44579176.0,44582387.0
PRAMEF19,ENSG00000204480,ENST00000540591,ENSG00000204480,6.336306432,8.63924179,,,,,,,,,,,,,,,13694889.0,13698405.0
CBWD5,ENSG00000147996,ENST00000377395,ENSG00000147996,3.699944827,8.70818217,,,,,,,,,,,,,,,70432369.0,70490107.0
FAM21B,ENSG00000152726,ENST00000358474,ENSG00000152726,8.131873149,8.719813123,,,,,,,,,,,,,,,47894023.0,47948853.0
C1orf233,ENSG00000228594,ENST00000422725,ENSG00000228594,3.053773744,8.882318224,,,,,,,,,,,,,,,1533392.0,1535476.0
MTRNR2L3,ENSG00000256222,ENST00000543500,ENSG00000256222,0.942104049,8.886795833,,,,,,,,,,,,,,,55933496.0,55934878.0
GOLGA8F,ENSG00000153684,ENST00000532622,ENSG00000153684,5.112666482,8.909830275,,,,,,,,,,,,,,,28623810.0,28634209.0
UTF1,ENSG00000171794,ENST00000304477,ENSG00000171794,7.971375979,8.939004292,gene,ENSG00000171794,604130.0,UNDIFFERENTIATED EMBRYONIC CELL TRANSCRIPTION FACTOR 1; UTF1,,,,,chr10,UTF1,Undifferentiated embryonic cell transcription factor 1,8433.0,ENSG00000171794,,135043778.0,135045062.0
NPIPB7,ENSG00000233232,ENST00000452313,ENSG00000233232,5.602181035,8.958983076,,,,,,,,,,,,,,,28467693.0,28481868.0
KBTBD11,ENSG00000176595,ENST00000320248,ENSG00000176595,0.514339779,9.03843046,gene,ENSG00000176595,618794.0,KELCH REPEAT- AND BTB/POZ DOMAIN-CONTAINING PROTEIN 11; KBTBD11,KIAA0711,,,,chr8,"KBTBD11, KIAA0711",Kelch repeat- and BTB/POZ domain-containing protein 11,9920.0,ENSG00000176595,,1922044.0,1955102.0
C2CD4B,ENSG00000205502,ENST00000380392,ENSG00000205502,3.5696376,9.068523486,gene,ENSG00000205502,610344.0,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4B; C2CD4B,NUCLEAR-LOCALIZED FACTOR 2; NLF2,,,,chr15,"C2CD4B, NLF2",C2 calcium-dependent domain containing 4B,388125.0,ENSG00000205502,,62455734.0,62457482.0
TPGS1,ENSG00000141933,ENST00000359315,ENSG00000141933,4.729892861,9.074989119,,,,,,,,,,,,,,,507299.0,519654.0
RASA4B,ENSG00000170667,ENST00000541662,ENSG00000170667,7.467407011,9.115407142,,,,,,,,,,,,,,,102123590.0,102158157.0
SPATA31A7,ENSG00000234734,ENST00000355045,ENSG00000234734,5.643730974,9.14280527,gene,ENSG00000276040,616584.0,"SPERMATOGENESIS-ASSOCIATED PROTEIN 31, SUBFAMILY A, MEMBER 7; SPATA31A7","ACROSOME-EXPRESSED PROTEIN 1; AEP1;; FAMILY WITH SEQUENCE SIMILARITY 75, MEMBER A7; FAM75A7;; CHROMOSOME 9 OPEN READING FRAME 36; C9ORF36;; VAD1.3",,,,chr9,"SPATA31A7, AEP1, FAM75A7, C9orf36","Spermatogenesis-associated protein 31, subfamily A, member 7",26165.0,ENSG00000276040,,65503363.0,65509610.0
POTEJ,ENSG00000222038,ENST00000409602,ENSG00000222038,10.4361628,9.165096066,,,,,,,,,,,,,,,131369054.0,131415664.0
RGPD8,ENSG00000169629,ENST00000302558,ENSG00000169629,7.261360037,9.191506982,gene,ENSG00000169629,602752.0,RANBP2-LIKE AND GRIP DOMAIN-CONTAINING PROTEIN 8; RGPD8,RGP8;; RANBP2-ALPHA;; RANBP2-LIKE 1; RANBP2L1,,,,chr2,"RGPD8, RGP8, RANBP2L1",RANBP2-like and GRIP domain-containing protein 8,727851.0,ENSG00000169629,,113127669.0,113191222.0
SSX4B,ENSG00000198946,ENST00000376884,ENSG00000198946,7.376170756,9.248297486,,,,,,,,,,,,,,,48261524.0,48271344.0
NBPF20,ENSG00000203832,ENST00000369202,ENSG00000203832,8.365860002,9.310359679,gene,ENSG00000162825,614007.0,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 20; NBPF20",,,,,chr1,NBPF20,"Neuroblastoma breakpoint family, member 20",100288142.0,ENSG00000162825,,148250249.0,148347051.0
MTRNR2L4,ENSG00000232196,ENST00000399974,ENSG00000232196,1.157689927,9.368917857,,,,,,,,,,,,,,,3421053.0,3422283.0
RASA4,ENSG00000105808,ENST00000262940,ENSG00000105808,9.178206339,9.420231419,gene,ENSG00000105808,607943.0,RAS p21 PROTEIN ACTIVATOR 4; RASA4,Ca(2+)-PROMOTED RAS INACTIVATOR; CAPRI;; GTPase-ACTIVATING PROTEIN-LIKE; GAPL;; CALCIUM-RAS PROMOTED INACTIVATOR;; KIAA0538,,,,chr7,"RASA4, CAPRI, GAPL, KIAA0538",Ras p21 protein activator 4,10156.0,ENSG00000105808,,102220093.0,102257204.0
NUTM2A,ENSG00000184923,ENST00000381707,ENSG00000184923,9.074202874,9.451332487,,,,,,,,,,,,,,,88985205.0,88994735.0
GAGE2A,ENSG00000189064,ENST00000362097,ENSG00000189064,7.732455612,9.629952183,gene,ENSG00000189064,300720.0,G ANTIGEN 2A; GAGE2A,,,,,chrX,GAGE2A,G antigen 2A,729447.0,ENSG00000189064,,49354132.0,49361430.0
FAM203A,ENSG00000235173,ENST00000347708,ENSG00000235173,12.64415647,9.634404833,,,,,,,,,,,,,,,145192672.0,145195746.0
FAM163B,ENSG00000196990,ENST00000496132,ENSG00000196990,6.908186112,9.66497394,,,,,,,,,,,,,,,136444079.0,136451319.0
OPN1MW,ENSG00000147380,ENST00000369935,ENSG00000147380,12.20139675,9.709686484,gene,ENSG00000268221,300821.0,"OPSIN 1, MEDIUM-WAVE-SENSITIVE; OPN1MW",GREEN CONE PIGMENT; GCP,,"Blue cone monochromacy, 303700 (3)","OPN1MW, GCP, CBD, CBBM",chrX,"OPN1MW, GCP, CBD, CBBM","Green cone pigment (opsin 1, medium-wave-sensitive)",2652.0,ENSG00000268221,"Colorblindness, deutan, 303800 (3), X-linked; Blue cone monochromacy, 303700 (3), X-linked recessive",153448107.0,153461633.0
CTU1,ENSG00000142544,ENST00000421832,ENSG00000142544,3.853893328,9.756316547,gene,ENSG00000142544,612694.0,"CYTOSOLIC THIOURIDYLASE, SUBUNIT 1; CTU1",ATP-BINDING DOMAIN PROTEIN 3; ATPBD3,,,,chr19,"CTU1, ATPBD3",Cytothiouridylase subunit 1,90353.0,ENSG00000142544,,51600863.0,51611627.0
NUTM2E,ENSG00000228570,ENST00000429984,ENSG00000228570,8.083977459,9.869876215,,,,,,,,,,,,,,,81601114.0,81610628.0
FAM230A,ENSG00000188280,ENST00000434783,ENSG00000188280,8.143483065,9.87454106,,,,,,,,,,,,,,,20692438.0,20716938.0
PPIAL4A,ENSG00000255963,ENST00000539781,ENSG00000255963,9.096466369,9.920012195,,,,,,,,,,,,,,,147954635.0,147955419.0
ANKRD63,ENSG00000230778,ENST00000434396,ENSG00000230778,9.906132247,9.922344525,,,,,,,,,,,,,,,40573645.0,40574787.0
CTAGE4,ENSG00000225932,ENST00000486333,ENSG00000225932,9.126839871,9.924390628,gene,ENSG00000288784,608910.0,CUTANEOUS T-CELL LYMPHOMA-ASSOCIATED ANTIGEN 4; CTAGE4,,,,,chr7,CTAGE4,Cutaneous T-cell lymphoma-associated antigen 4,100128553.0,ENSG00000288784,,143880559.0,143883146.0
POTEI,ENSG00000196834,ENST00000451531,ENSG00000196834,9.184497662,9.926322027,,,,,,,,,,,,,,,131217028.0,131267239.0
ASAH2B,ENSG00000204147,ENST00000374006,ENSG00000204147,22.06642606,10.01047624,gene,ENSG00000204147,610987.0,N-ACYLSPHINGOSINE AMIDOHYDROLASE 2B; ASAH2B,"N-ACYLSPHINGOSINE AMIDOHYDROLASE 2C; ASAH2C;; NONLYSOSOMAL CERAMIDASE C;; CERAMIDASE, NONLYSOSOMAL, C;; ASAH2-LIKE PROTEIN; ASAH2L",,,,chr10,"ASAH2B, ASAH2C, ASAH2L",N-acylsphingosine amidohydrolase 2B,653308.0,ENSG00000204147,,52499708.0,52514569.0
PRAMEF18,ENSG00000204491,ENST00000376126,ENSG00000204491,10.01048806,10.05518361,,,,,,,,,,,,,,,13474689.0,13477522.0
C3orf80,ENSG00000180044,ENST00000326474,ENSG00000180044,0.745267676,10.07519136,,,,,,,,,,,,,,,159943423.0,159945999.0
AC104472.1,ENSG00000214919,ENST00000399242,ENSG00000214919,3.047748515,10.09765521,,,,,,,,,,,,,,,155459933.0,155461515.0
ANKRD20A4,ENSG00000172014,ENST00000357336,ENSG00000172014,6.342488421,10.14346475,,,,,,,,,,,,,,,69381812.0,69425560.0
MTRNR2L5,ENSG00000249860,ENST00000512524,ENSG00000249860,0.848474123,10.17627222,,,,,,,,,,,,,,,57358750.0,57360488.0
TMEM236,ENSG00000148483,ENST00000377495,ENSG00000148483,8.983295832,10.22416008,,,,,,,,,,,,,,,17794251.0,17842867.0
DMRTC1,ENSG00000159123,ENST00000373529,ENSG00000159123,8.030650636,10.26817759,gene,ENSG00000269502,300878.0,DOUBLESEX- AND MAB3-RELATED TRANSCRIPTION FACTOR C1; DMRTC1,,,,,chrX,DMRTC1,Doublesex- and MAB3-related transcription factor C1,63947.0,ENSG00000269502,,72091863.0,72095808.0
RP11-347C12.3,ENSG00000258130,ENST00000550538,ENSG00000258130,8.201459706,10.3530992,,,,,,,,,,,,,,,30215637.0,30218503.0
ZNF717,ENSG00000227124,ENST00000422325,ENSG00000227124,9.744447456,10.37718193,gene,ENSG00000227124,618405.0,ZINC FINGER PROTEIN 717; ZNF717,OSTEOBLAST INDUCER 1; OBI1,,,,chr3,"ZNF717, OB1",Zinc finger protein 717,100131827.0,ENSG00000227124,,75786029.0,75834255.0
C4orf48,ENSG00000243449,ENST00000409248,ENSG00000243449,9.060728383,10.39539129,,,,,,,,,,,,,,,2043720.0,2045691.0
FRG2,ENSG00000205097,ENST00000378763,ENSG00000205097,11.730976,10.40598038,gene,ENSG00000205097,609032.0,FSHD REGION GENE 2; FRG2,FSHD GENE 2,,,,chr4,FRG2,Facioscapulohumeral muscular dystrophy region gene 2,448831.0,ENSG00000205097,,190945522.0,190948412.0
RHOXF2B,ENSG00000203989,ENST00000371402,ENSG00000203989,9.870689792,10.49106547,,,,,,,,,,,,,,,119205848.0,119211707.0
MBD3L2,ENSG00000230522,ENST00000381393,ENSG00000230522,10.81714046,10.56471691,gene,ENSG00000230522,607964.0,METHYL-CpG BINDING DOMAIN PROTEIN 3-LIKE 2; MBD3L2,,,,,chr19,MBD3L2,Methyl-CpG binding domain protein 3-like 2,125997.0,ENSG00000230522,,7049332.0,7051746.0
PRAMEF14,ENSG00000204481,ENST00000334600,ENSG00000204481,3.122676396,10.61814869,,,,,,,,,,,,,,,13668743.0,13673511.0
POTEM,ENSG00000187537,ENST00000551509,ENSG00000187537,7.581403832,10.65195171,,,,,,,,,,,,,,,19983559.0,20020272.0
GTF2IRD2,ENSG00000196275,ENST00000405086,ENSG00000196275,7.279235158,10.68586167,gene,ENSG00000196275,608899.0,"GTF2I REPEAT DOMAIN-CONTAINING PROTEIN 2, ALPHA",GTF2IRD2A;; GTF2IRD2,,,,chr7,GTF2IRD2,GTF2I repeat domain-containing protein 2,84163.0,ENSG00000196275,,74210483.0,74267847.0
MTRNR2L10,ENSG00000256045,ENST00000545075,ENSG00000256045,1.469654237,10.75212222,,,,,,,,,,,,,,,55207824.0,55208944.0
TMEM238,ENSG00000233493,ENST00000444469,ENSG00000233493,3.249106535,10.77135501,,,,,,,,,,,,,,,55890613.0,55895966.0
GTF2IRD2B,ENSG00000174428,ENST00000312575,ENSG00000174428,8.762877916,10.83543772,gene,ENSG00000174428,608900.0,"GTF2I REPEAT DOMAIN-CONTAINING PROTEIN 2, BETA",GTF2IRD2B,,,,chr7,GTF2IRD1B,GTF2I repeat domain-containing protein 2,389524.0,ENSG00000174428,,74508387.0,74565623.0
GOLGA8A,ENSG00000175265,ENST00000360553,ENSG00000175265,5.561088441,10.84559715,gene,ENSG00000175265,616180.0,"GOLGIN A8 FAMILY, MEMBER A; GOLGA8A",KIAA0855,,,,chr15,"GOLGA8A, KIAA0855","Golgin A8 family, member A",23015.0,ENSG00000175265,,34671272.0,34699888.0
ZNF579,ENSG00000218891,ENST00000325421,ENSG00000218891,4.697331382,10.91462217,,,,,,,,,,,,,,,56088899.0,56092187.0
LRRC37A,ENSG00000176681,ENST00000320254,ENSG00000176681,9.534072923,10.93456118,gene,ENSG00000176681,616555.0,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 37A; LRRC37A,,,,,chr17,LRRC37A,Leucine-rich repeat-containing protein 37A,9884.0,ENSG00000176681,,44372497.0,44415160.0
AC120194.1,ENSG00000213002,ENST00000391684,ENSG00000213002,2.312488698,10.94361597,,,,,,,,,,,,,,,71485681.0,71486671.0
