,gene_name,exon_coverage,CDS_coverage,Transcript type,transcript_id_y,Gene stable ID
538,C4B,2.895548605,4.70541772,processed_transcript,ENST00000468773,ENSG00000228454
539,C4B,2.895548605,4.70541772,retained_intron,ENST00000472275,ENSG00000228454
540,C4B,2.895548605,4.70541772,retained_intron,ENST00000459977,ENSG00000228454
541,C4B,2.895548605,4.70541772,processed_transcript,ENST00000488817,ENSG00000228454
542,C4B,2.895548605,4.70541772,retained_intron,ENST00000474672,ENSG00000228454
543,C4B,2.895548605,4.70541772,retained_intron,ENST00000464996,ENSG00000228454
544,C4B,2.895548605,4.70541772,retained_intron,ENST00000480097,ENSG00000228454
545,C4B,2.895548605,4.70541772,retained_intron,ENST00000464474,ENSG00000228454
546,C4B,2.895548605,4.70541772,processed_transcript,ENST00000475562,ENSG00000228454
547,C4B,2.895548605,4.70541772,retained_intron,ENST00000468829,ENSG00000228454
548,C4B,2.895548605,4.70541772,retained_intron,ENST00000497950,ENSG00000228454
549,C4B,2.895548605,4.70541772,protein_coding,ENST00000548301,ENSG00000228454
550,C4B,2.895548605,4.70541772,protein_coding,ENST00000411583,ENSG00000228267
551,C4B,2.895548605,4.70541772,retained_intron,ENST00000486807,ENSG00000228267
552,C4B,2.895548605,4.70541772,processed_transcript,ENST00000487011,ENSG00000228267
553,C4B,2.895548605,4.70541772,retained_intron,ENST00000487749,ENSG00000228267
554,C4B,2.895548605,4.70541772,retained_intron,ENST00000487923,ENSG00000228267
555,C4B,2.895548605,4.70541772,processed_transcript,ENST00000487226,ENSG00000228267
556,C4B,2.895548605,4.70541772,retained_intron,ENST00000496224,ENSG00000228267
557,C4B,2.895548605,4.70541772,retained_intron,ENST00000485815,ENSG00000228267
558,C4B,2.895548605,4.70541772,retained_intron,ENST00000497033,ENSG00000228267
559,C4B,2.895548605,4.70541772,retained_intron,ENST00000494291,ENSG00000228267
560,C4B,2.895548605,4.70541772,processed_transcript,ENST00000485485,ENSG00000228267
561,C4B,2.895548605,4.70541772,retained_intron,ENST00000478151,ENSG00000228267
562,C4B,2.895548605,4.70541772,retained_intron,ENST00000461901,ENSG00000228267
563,C4B,2.895548605,4.70541772,protein_coding,ENST00000548530,ENSG00000228267
564,C4B,2.895548605,4.70541772,protein_coding,ENST00000550398,ENSG00000228267
565,C4B,2.895548605,4.70541772,protein_coding,ENST00000435363,ENSG00000224389
566,C4B,2.895548605,4.70541772,retained_intron,ENST00000490071,ENSG00000224389
567,C4B,2.895548605,4.70541772,processed_transcript,ENST00000485543,ENSG00000224389
568,C4B,2.895548605,4.70541772,retained_intron,ENST00000461632,ENSG00000224389
569,C4B,2.895548605,4.70541772,retained_intron,ENST00000478438,ENSG00000224389
570,C4B,2.895548605,4.70541772,retained_intron,ENST00000474912,ENSG00000224389
571,C4B,2.895548605,4.70541772,retained_intron,ENST00000486992,ENSG00000224389
572,C4B,2.895548605,4.70541772,retained_intron,ENST00000485263,ENSG00000224389
573,C4B,2.895548605,4.70541772,retained_intron,ENST00000478388,ENSG00000224389
574,C4B,2.895548605,4.70541772,retained_intron,ENST00000468936,ENSG00000224389
575,C4B,2.895548605,4.70541772,retained_intron,ENST00000463249,ENSG00000224389
576,C4B,2.895548605,4.70541772,retained_intron,ENST00000468237,ENSG00000224389
577,C4B,2.895548605,4.70541772,retained_intron,ENST00000496065,ENSG00000224389
578,C4B,2.895548605,4.70541772,retained_intron,ENST00000473957,ENSG00000224389
579,C4B,2.895548605,4.70541772,retained_intron,ENST00000496560,ENSG00000224389
580,C4B,2.895548605,4.70541772,protein_coding,ENST00000425700,ENSG00000224389
581,C4B,2.895548605,4.70541772,protein_coding,ENST00000449788,ENSG00000236625
582,C4B,2.895548605,4.70541772,retained_intron,ENST00000466309,ENSG00000236625
583,C4B,2.895548605,4.70541772,processed_transcript,ENST00000479863,ENSG00000236625
584,C4B,2.895548605,4.70541772,retained_intron,ENST00000466356,ENSG00000236625
585,C4B,2.895548605,4.70541772,retained_intron,ENST00000469413,ENSG00000236625
586,C4B,2.895548605,4.70541772,processed_transcript,ENST00000494210,ENSG00000236625
587,C4B,2.895548605,4.70541772,retained_intron,ENST00000473162,ENSG00000236625
588,C4B,2.895548605,4.70541772,retained_intron,ENST00000496668,ENSG00000236625
589,C4B,2.895548605,4.70541772,retained_intron,ENST00000473927,ENSG00000236625
590,C4B,2.895548605,4.70541772,retained_intron,ENST00000483198,ENSG00000236625
591,C4B,2.895548605,4.70541772,processed_transcript,ENST00000462943,ENSG00000236625
592,C4B,2.895548605,4.70541772,retained_intron,ENST00000480076,ENSG00000236625
593,C4B,2.895548605,4.70541772,retained_intron,ENST00000459759,ENSG00000236625
594,C4B,2.895548605,4.70541772,protein_coding,ENST00000546399,ENSG00000236625
595,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000374237,ENSG00000183675
596,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000331650,ENSG00000183675
597,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000509544,ENSG00000183675
598,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000504747,ENSG00000183675
599,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000374240,ENSG00000183675
600,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000374233,ENSG00000183675
601,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000507417,ENSG00000183675
602,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000514592,ENSG00000183675
603,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000513933,ENSG00000183675
604,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000505714,ENSG00000183675
605,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000515532,ENSG00000183675
606,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000507329,ENSG00000183675
607,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000514491,ENSG00000183675
608,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000509230,ENSG00000183675
609,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000509631,ENSG00000183675
610,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000510840,ENSG00000183675
611,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000512924,ENSG00000183675
612,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000509753,ENSG00000183675
613,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000511387,ENSG00000183675
614,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000502266,ENSG00000183675
615,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000395674,ENSG00000183675
616,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000503086,ENSG00000183675
617,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000512321,ENSG00000183675
618,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000417914,ENSG00000183675
619,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000507697,ENSG00000183675
620,PTPN20B,5.049906795,4.730652145,retained_intron,ENST00000472263,ENSG00000183675
621,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000510141,ENSG00000183675
622,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000395660,ENSG00000183675
623,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000374235,ENSG00000183675
624,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000395661,ENSG00000183675
625,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000395668,ENSG00000183675
626,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000395662,ENSG00000183675
627,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000583632,ENSG00000264832
628,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000584849,ENSG00000264832
629,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000584922,ENSG00000264832
630,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000585175,ENSG00000264832
631,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000583073,ENSG00000264832
632,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000584081,ENSG00000264832
633,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000581350,ENSG00000264832
634,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000578769,ENSG00000264832
635,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000582347,ENSG00000264832
636,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000582068,ENSG00000264832
637,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000579331,ENSG00000264832
638,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000579217,ENSG00000264832
639,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000582312,ENSG00000264832
640,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000578057,ENSG00000264832
641,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000583723,ENSG00000264832
642,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000578533,ENSG00000264832
643,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000583680,ENSG00000264832
644,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000577492,ENSG00000264832
645,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000582045,ENSG00000264832
646,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000581507,ENSG00000264832
647,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000584823,ENSG00000264832
648,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000581588,ENSG00000264832
649,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000584691,ENSG00000264832
650,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000583736,ENSG00000264832
651,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000578079,ENSG00000264832
652,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000580860,ENSG00000264832
653,PTPN20B,5.049906795,4.730652145,processed_transcript,ENST00000577619,ENSG00000264832
654,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000581259,ENSG00000264832
655,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000583297,ENSG00000264832
656,PTPN20B,5.049906795,4.730652145,protein_coding,ENST00000580111,ENSG00000264832
657,PTPN20B,5.049906795,4.730652145,retained_intron,ENST00000583506,ENSG00000264832
658,PTPN20B,5.049906795,4.730652145,nonsense_mediated_decay,ENST00000577893,ENSG00000264832
659,RHOXF2B,4.441130218,4.742400907,protein_coding,ENST00000371402,ENSG00000203989
660,RHOXF2B,4.441130218,4.742400907,protein_coding,ENST00000601882,ENSG00000267960
661,MBD3L4,5.349246619,4.757952266,protein_coding,ENST00000381394,ENSG00000205718
662,DEFB107B,5.857393109,4.766765,protein_coding,ENST00000355602,ENSG00000198129
663,ANKRD20A2,3.506180444,4.808389323,protein_coding,ENST00000377601,ENSG00000183148
664,ANKRD20A2,3.506180444,4.808389323,processed_transcript,ENST00000477139,ENSG00000183148
665,AMY1C,4.894998441,4.829080169,protein_coding,ENST00000370079,ENSG00000187733
666,FAM21B,4.750965298,4.860234673,protein_coding,ENST00000358474,ENSG00000152726
667,FAM21B,4.750965298,4.860234673,protein_coding,ENST00000355876,ENSG00000152726
668,FAM21B,4.750965298,4.860234673,processed_transcript,ENST00000490584,ENSG00000152726
669,FAM203A,6.586063648,4.90667797,protein_coding,ENST00000347708,ENSG00000235173
670,FAM203A,6.586063648,4.90667797,nonsense_mediated_decay,ENST00000533266,ENSG00000235173
671,FAM203A,6.586063648,4.90667797,processed_transcript,ENST00000530074,ENSG00000235173
672,FAM203A,6.586063648,4.90667797,retained_intron,ENST00000530409,ENSG00000235173
673,FAM203A,6.586063648,4.90667797,retained_intron,ENST00000525101,ENSG00000235173
674,FAM203A,6.586063648,4.90667797,retained_intron,ENST00000534255,ENSG00000235173
675,CCL3L3,6.068956399,5.081097855,retained_intron,ENST00000588817,ENSG00000256515
676,CCL3L3,6.068956399,5.081097855,protein_coding,ENST00000378354,ENSG00000256515
677,CCL3L3,6.068956399,5.081097855,processed_transcript,ENST00000589736,ENSG00000256515
678,CCL3L3,6.068956399,5.081097855,protein_coding,ENST00000394484,ENSG00000256515
679,CCL3L3,6.068956399,5.081097855,retained_intron,ENST00000562375,ENSG00000260199
680,CCL3L3,6.068956399,5.081097855,protein_coding,ENST00000565629,ENSG00000260199
681,CCL3L3,6.068956399,5.081097855,nonsense_mediated_decay,ENST00000563033,ENSG00000260199
682,GOLGA8F,3.944911286,5.091441008,retained_intron,ENST00000564114,ENSG00000153684
683,GOLGA8F,3.944911286,5.091441008,retained_intron,ENST00000568250,ENSG00000153684
684,GOLGA8F,3.944911286,5.091441008,retained_intron,ENST00000565126,ENSG00000153684
685,GOLGA8F,3.944911286,5.091441008,protein_coding,ENST00000532622,ENSG00000153684
686,GOLGA8F,3.944911286,5.091441008,retained_intron,ENST00000568913,ENSG00000153684
687,GOLGA8F,3.944911286,5.091441008,protein_coding,ENST00000526619,ENSG00000153684
688,GOLGA8F,3.944911286,5.091441008,protein_coding,ENST00000337838,ENSG00000153684
689,GOLGA8F,3.944911286,5.091441008,protein_coding,ENST00000450328,ENSG00000153684
690,GOLGA8F,3.944911286,5.091441008,protein_coding,ENST00000576650,ENSG00000261967
691,GOLGA8F,3.944911286,5.091441008,processed_transcript,ENST00000574075,ENSG00000261967
692,GOLGA8F,3.944911286,5.091441008,retained_intron,ENST00000571126,ENSG00000261967
693,SPDYE2,12.26724909,5.118616931,protein_coding,ENST00000507918,ENSG00000205238
694,SPDYE2,12.26724909,5.118616931,protein_coding,ENST00000341656,ENSG00000205238
695,SPDYE2,12.26724909,5.118616931,protein_coding,ENST00000432940,ENSG00000205238
696,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000442909,ENSG00000186275
697,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000446760,ENSG00000186275
698,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000309471,ENSG00000186275
699,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000439206,ENSG00000186275
700,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000446080,ENSG00000186275
701,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000447862,ENSG00000186275
702,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000438910,ENSG00000186275
703,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000414957,ENSG00000186275
704,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000438411,ENSG00000186275
705,NBPF12,4.943705274,5.127593943,protein_coding,ENST00000537773,ENSG00000186275
706,PRAMEF20,5.931138941,5.138768061,protein_coding,ENST00000602960,ENSG00000204478
707,PRAMEF20,5.931138941,5.138768061,protein_coding,ENST00000316412,ENSG00000204478
708,AREGB,5.582284611,5.274153567,protein_coding,ENST00000380846,ENSG00000205595
709,AREGB,5.582284611,5.274153567,processed_transcript,ENST00000511772,ENSG00000205595
710,GAGE12J,5.632129378,5.277018765,protein_coding,ENST00000442437,ENSG00000224659
711,GAGE12J,5.632129378,5.277018765,protein_coding,ENST00000597432,ENSG00000269149
712,OPN1MW2,6.213697968,5.412960279,protein_coding,ENST00000369929,ENSG00000166160
713,OPN1MW2,6.213697968,5.412960279,processed_transcript,ENST00000488220,ENSG00000166160
714,OPN1MW2,6.213697968,5.412960279,protein_coding,ENST00000430419,ENSG00000166160
715,OPN1MW2,6.213697968,5.412960279,protein_coding,ENST00000599007,ENSG00000269133
716,OPN1MW2,6.213697968,5.412960279,processed_transcript,ENST00000601225,ENSG00000269133
717,OPN1MW2,6.213697968,5.412960279,protein_coding,ENST00000594463,ENSG00000269133
718,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000378350,ENSG00000205020
719,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000389068,ENSG00000205020
720,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000588929,ENSG00000205020
721,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000589079,ENSG00000205020
722,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000589336,ENSG00000205020
723,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000400702,ENSG00000205020
724,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000591167,ENSG00000205020
725,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000586598,ENSG00000205020
726,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000591637,ENSG00000205020
727,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000444414,ENSG00000205020
728,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000378352,ENSG00000205020
729,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000358756,ENSG00000205020
730,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000563802,ENSG00000260717
731,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000564234,ENSG00000260717
732,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000563132,ENSG00000260717
733,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000569856,ENSG00000260717
734,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000567858,ENSG00000260717
735,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000567807,ENSG00000260717
736,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000562236,ENSG00000260717
737,CCL4L1,3.624633353,5.505534572,protein_coding,ENST00000567608,ENSG00000260717
738,ZNF605,2.911320527,5.516345095,protein_coding,ENST00000360187,ENSG00000196458
739,ZNF605,2.911320527,5.516345095,protein_coding,ENST00000392321,ENSG00000196458
740,ZNF605,2.911320527,5.516345095,processed_transcript,ENST00000331711,ENSG00000196458
741,ZNF605,2.911320527,5.516345095,retained_intron,ENST00000412621,ENSG00000196458
742,ZNF605,2.911320527,5.516345095,retained_intron,ENST00000381215,ENSG00000196458
743,ZNF605,2.911320527,5.516345095,retained_intron,ENST00000539809,ENSG00000196458
744,MRC1L1,5.909328473,5.692321532,protein_coding,ENST00000331429,ENSG00000183748
745,MRC1L1,5.909328473,5.692321532,protein_coding,ENST00000457317,ENSG00000183748
746,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000355096,ENSG00000232423
747,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000376192,ENSG00000232423
748,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000376189,ENSG00000232423
749,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000415464,ENSG00000232423
750,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000376182,ENSG00000232423
751,PRAMEF6,6.591799752,5.73302499,protein_coding,ENST00000414205,ENSG00000232423
752,POTED,5.762836597,5.757267992,protein_coding,ENST00000299443,ENSG00000166351
753,PPIAL4A,6.598201401,5.766289024,protein_coding,ENST00000539781,ENSG00000255963
754,PPIAL4A,6.598201401,5.766289024,protein_coding,ENST00000581138,ENSG00000263353
755,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000381885,ENSG00000168781
756,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000396923,ENSG00000168781
757,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000360301,ENSG00000168781
758,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000360135,ENSG00000168781
759,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000334933,ENSG00000168781
760,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000381879,ENSG00000168781
761,PPIP5K1,5.013583561,5.779035327,processed_transcript,ENST00000488490,ENSG00000168781
762,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000439195,ENSG00000168781
763,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000437065,ENSG00000168781
764,PPIP5K1,5.013583561,5.779035327,processed_transcript,ENST00000432870,ENSG00000168781
765,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000462136,ENSG00000168781
766,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000488768,ENSG00000168781
767,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000469229,ENSG00000168781
768,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000465123,ENSG00000168781
769,PPIP5K1,5.013583561,5.779035327,nonsense_mediated_decay,ENST00000427877,ENSG00000168781
770,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000476294,ENSG00000168781
771,PPIP5K1,5.013583561,5.779035327,retained_intron,ENST00000472547,ENSG00000168781
772,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000453080,ENSG00000168781
773,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000429176,ENSG00000168781
774,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000417085,ENSG00000168781
775,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000431962,ENSG00000168781
776,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000420765,ENSG00000168781
777,PPIP5K1,5.013583561,5.779035327,protein_coding,ENST00000348806,ENSG00000168781
778,TMEM236,6.306178054,5.85517959,protein_coding,ENST00000569785,ENSG00000260324
779,TMEM236,6.306178054,5.85517959,protein_coding,ENST00000377495,ENSG00000148483
780,TMEM236,6.306178054,5.85517959,protein_coding,ENST00000338221,ENSG00000148483
781,TMEM236,6.306178054,5.85517959,protein_coding,ENST00000480516,ENSG00000184040
782,TMEM236,6.306178054,5.85517959,protein_coding,ENST00000457860,ENSG00000184040
783,POTEB2,6.388915378,5.880162068,nonsense_mediated_decay,ENST00000438063,ENSG00000230031
784,POTEB2,6.388915378,5.880162068,protein_coding,ENST00000454856,ENSG00000230031
785,NAIP,5.810876865,5.880732599,retained_intron,ENST00000315147,ENSG00000249437
786,NAIP,5.810876865,5.880732599,protein_coding,ENST00000517649,ENSG00000249437
787,NAIP,5.810876865,5.880732599,protein_coding,ENST00000523981,ENSG00000249437
788,NAIP,5.810876865,5.880732599,protein_coding,ENST00000508426,ENSG00000249437
789,NAIP,5.810876865,5.880732599,protein_coding,ENST00000514857,ENSG00000249437
790,NAIP,5.810876865,5.880732599,retained_intron,ENST00000508794,ENSG00000249437
791,NAIP,5.810876865,5.880732599,nonsense_mediated_decay,ENST00000447012,ENSG00000249437
792,NAIP,5.810876865,5.880732599,nonsense_mediated_decay,ENST00000519014,ENSG00000249437
793,NAIP,5.810876865,5.880732599,protein_coding,ENST00000503719,ENSG00000249437
794,NAIP,5.810876865,5.880732599,protein_coding,ENST00000194097,ENSG00000249437
795,NAIP,5.810876865,5.880732599,protein_coding,ENST00000576435,ENSG00000263062
796,NAIP,5.810876865,5.880732599,retained_intron,ENST00000573660,ENSG00000263062
797,NAIP,5.810876865,5.880732599,retained_intron,ENST00000575684,ENSG00000263062
798,NAIP,5.810876865,5.880732599,protein_coding,ENST00000576583,ENSG00000263062
799,NAIP,5.810876865,5.880732599,protein_coding,ENST00000576661,ENSG00000263062
800,NAIP,5.810876865,5.880732599,processed_transcript,ENST00000571544,ENSG00000263062
801,NAIP,5.810876865,5.880732599,retained_intron,ENST00000570813,ENSG00000263062
802,NAIP,5.810876865,5.880732599,protein_coding,ENST00000571516,ENSG00000263062
803,POTEB,6.922393891,5.962288997,nonsense_mediated_decay,ENST00000435397,ENSG00000233917
804,POTEB,6.922393891,5.962288997,protein_coding,ENST00000439682,ENSG00000233917
805,POTEB,6.922393891,5.962288997,processed_transcript,ENST00000553662,ENSG00000233917
806,POTEB,6.922393891,5.962288997,processed_transcript,ENST00000570157,ENSG00000233917
807,AL592284.1,6.807904103,5.978524997,protein_coding,ENST00000538264,ENSG00000231360
808,NBPF20,6.490313622,5.980031059,protein_coding,ENST00000369202,ENSG00000203832
809,NBPF20,6.490313622,5.980031059,protein_coding,ENST00000369188,ENSG00000203832
810,NBPF20,6.490313622,5.980031059,protein_coding,ENST00000369189,ENSG00000203832
811,NBPF20,6.490313622,5.980031059,protein_coding,ENST00000414710,ENSG00000203832
812,ZNF705B,5.576542804,5.989877046,protein_coding,ENST00000400120,ENSG00000215356
813,ZNF705B,5.576542804,5.989877046,protein_coding,ENST00000443676,ENSG00000215356
814,NXF2B,4.632644217,6.001055992,protein_coding,ENST00000372752,ENSG00000185945
815,NXF2B,4.632644217,6.001055992,protein_coding,ENST00000372749,ENSG00000185945
816,NXF2B,4.632644217,6.001055992,protein_coding,ENST00000372750,ENSG00000185945
817,NXF2B,4.632644217,6.001055992,processed_transcript,ENST00000489531,ENSG00000185945
818,NXF2B,4.632644217,6.001055992,protein_coding,ENST00000457521,ENSG00000185945
819,NXF2B,4.632644217,6.001055992,protein_coding,ENST00000412230,ENSG00000185945
820,SPATA31A2,5.994347536,6.032610234,protein_coding,ENST00000456183,ENSG00000204848
821,GSTT2B,5.768599156,6.091613183,protein_coding,ENST00000290765,ENSG00000133433
822,GSTT2B,5.768599156,6.091613183,protein_coding,ENST00000404172,ENSG00000133433
823,PNRC2,4.291345365,6.172905046,protein_coding,ENST00000400776,ENSG00000215700
824,PNRC2,4.291345365,6.172905046,protein_coding,ENST00000471915,ENSG00000189266
825,PNRC2,4.291345365,6.172905046,protein_coding,ENST00000334351,ENSG00000189266
826,PNRC2,4.291345365,6.172905046,protein_coding,ENST00000374468,ENSG00000189266
827,PNRC2,4.291345365,6.172905046,protein_coding,ENST00000579103,ENSG00000189266
828,PRAMEF17,6.583445265,6.209592312,protein_coding,ENST00000376098,ENSG00000204479
829,GOLGA8O,6.527195392,6.244549959,protein_coding,ENST00000509311,ENSG00000206127
830,GOLGA8O,6.527195392,6.244549959,protein_coding,ENST00000562377,ENSG00000206127
831,GOLGA8O,6.527195392,6.244549959,protein_coding,ENST00000414865,ENSG00000206127
832,PLGLB2,12.12635806,6.260790178,protein_coding,ENST00000359481,ENSG00000125551
833,PLGLB2,12.12635806,6.260790178,nonsense_mediated_decay,ENST00000410086,ENSG00000125551
834,PLGLB2,12.12635806,6.260790178,retained_intron,ENST00000465361,ENSG00000125551
835,CTAGE4,6.56976624,6.39381906,protein_coding,ENST00000486333,ENSG00000225932
836,ASAH2,6.213318153,6.40068966,protein_coding,ENST00000395526,ENSG00000188611
837,ASAH2,6.213318153,6.40068966,protein_coding,ENST00000489640,ENSG00000188611
838,ASAH2,6.213318153,6.40068966,protein_coding,ENST00000329428,ENSG00000188611
839,ASAH2,6.213318153,6.40068966,nonsense_mediated_decay,ENST00000474434,ENSG00000188611
840,ASAH2,6.213318153,6.40068966,protein_coding,ENST00000447815,ENSG00000188611
841,ASAH2,6.213318153,6.40068966,protein_coding,ENST00000443575,ENSG00000188611
842,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000380751,ENSG00000205572
843,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000380750,ENSG00000205572
844,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000503931,ENSG00000205572
845,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000506542,ENSG00000205572
846,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000515588,ENSG00000205572
847,SERF1B,3.846247843,6.43174548,processed_transcript,ENST00000507177,ENSG00000205572
848,SERF1B,3.846247843,6.43174548,processed_transcript,ENST00000514285,ENSG00000205572
849,SERF1B,3.846247843,6.43174548,retained_intron,ENST00000513144,ENSG00000205572
850,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000576191,ENSG00000262305
851,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000572408,ENSG00000262305
852,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000573686,ENSG00000262305
853,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000572521,ENSG00000262305
854,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000573393,ENSG00000262305
855,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000573188,ENSG00000262305
856,SERF1B,3.846247843,6.43174548,protein_coding,ENST00000573668,ENSG00000262305
